Price,No. Beds,No. Baths,Area,Type_n,Region_n,Sub-region_n
7500000,3.0,3.0,1300.0,0,66,350
7280000,4.0,4.0,1456.0,0,40,342
13000000,3.0,3.0,1550.0,0,31,75
37000000,3.0,3.0,2669.0,0,4,320
3600000,2.0,2.0,835.0,0,6,406
6800000,3.0,3.0,1260.0,0,40,342
6800000,3.0,3.0,1260.0,0,40,342
5500000,2.0,2.0,750.0,0,56,388
6700000,3.0,2.0,938.0,0,52,449
13500000,3.0,3.0,1455.0,0,63,112
10500000,3.0,3.0,1376.0,0,66,350
6700000,3.0,2.0,938.0,0,52,449
15000000,3.0,3.0,1895.0,0,17,256
18000000,3.0,4.0,1785.0,0,17,256
6700000,3.0,3.0,1300.0,0,40,277
22000000,3.0,4.0,2000.0,0,66,374
7500000,3.0,3.0,1525.0,0,66,350
3900000,3.0,2.0,960.0,0,40,284
12500000,3.0,3.0,1550.0,0,66,351
7500000,3.0,3.0,1525.0,0,66,350
7500000,3.0,3.0,1528.0,0,66,350
7000000,4.0,4.0,1510.0,0,52,105
8250000,3.0,3.0,1980.0,3,39,102
5175000,3.0,3.0,1150.0,0,3,221
5400000,3.0,3.0,1200.0,0,3,221
6000000,3.0,2.0,1050.0,0,66,352
5500000,2.0,3.0,1100.0,0,3,221
5500000,2.0,3.0,1100.0,0,3,221
5500000,2.0,3.0,1100.0,0,3,221
7640000,3.0,3.0,1280.0,0,13,19
7612500,3.0,3.0,1275.0,0,13,19
5500000,2.0,3.0,1100.0,0,3,221
11500000,3.0,3.0,1550.0,0,11,55
5500000,2.0,3.0,1100.0,0,3,221
5500000,2.0,3.0,1100.0,0,3,221
5550000,2.0,2.0,900.0,0,13,19
7640000,3.0,3.0,1280.0,0,13,19
7640000,3.0,3.0,1280.0,0,13,19
4500000,3.0,2.0,970.0,0,59,313
5000000,2.0,2.0,950.0,0,31,125
1200000,2.0,1.0,320.0,0,7,201
1200000,2.0,1.0,320.0,0,7,201
6200000,3.0,3.0,1110.0,0,40,284
6300000,3.0,2.0,950.0,0,29,127
6650000,3.0,3.0,1100.0,0,13,19
4000000,3.0,3.0,3640.0,3,53,136
24000000,3.0,3.0,2184.0,3,45,207
2600000,3.0,3.0,900.0,3,39,102
3500000,3.0,3.0,940.0,0,12,212
65000000,12.0,10.0,6684.0,1,66,369
22000000,16.0,10.0,5400.0,1,60,154
8500000,3.0,4.0,1654.0,0,66,358
12000000,3.0,3.0,1334.0,0,8,58
3800000,2.0,2.0,850.0,0,0,399
3500000,2.0,2.0,750.0,0,0,399
3500000,2.0,2.0,750.0,0,0,399
8500000,3.0,3.0,1650.0,0,3,221
3800000,2.0,2.0,850.0,0,0,399
6000000,3.0,3.0,1200.0,0,20,403
5400000,3.0,3.0,1250.0,0,3,181
6200000,2.0,3.0,1000.0,0,40,85
8500000,3.0,3.0,1500.0,0,43,259
4000000,2.0,2.0,880.0,0,40,450
1975000,2.0,1.0,790.0,0,53,35
2925000,2.0,2.0,650.0,0,7,199
5000000,3.0,2.0,1220.0,0,31,125
5200000,3.0,2.0,1260.0,0,31,125
4300000,3.0,2.0,1050.0,0,31,125
4100000,3.0,2.0,1000.0,0,31,125
4500000,2.0,2.0,1000.0,0,40,413
4500000,2.0,2.0,1000.0,0,40,413
4500000,2.0,2.0,1000.0,0,40,413
4500000,2.0,2.0,1000.0,0,40,413
4500000,2.0,2.0,1000.0,0,40,413
5040000,3.0,2.0,1050.0,0,3,221
5040000,3.0,2.0,1050.0,0,3,221
5040000,3.0,2.0,1050.0,0,3,221
3200000,4.0,2.0,900.0,0,45,207
6800000,3.0,3.0,1300.0,0,3,272
500000,3.0,3.0,1200.0,0,2,438
9500000,3.0,3.0,1300.0,0,63,425
6000000,3.0,3.0,1100.0,0,40,163
17500000,3.0,3.0,2184.0,3,51,374
30000000,3.0,3.0,3640.0,3,51,373
28500000,3.0,3.0,3640.0,3,51,372
15000000,3.0,3.0,2184.0,3,51,370
15000000,3.0,3.0,2184.0,3,51,373
40000000,3.0,3.0,5400.0,3,51,368
4500000,2.0,2.0,975.0,0,40,444
23000000,4.0,4.0,2200.0,0,40,226
5500000,3.0,3.0,1100.0,0,20,403
35000000,5.0,6.0,5000.0,0,20,152
5400000,3.0,3.0,1080.0,0,20,403
6000000,3.0,3.0,1200.0,0,20,403
37000000,3.0,3.0,3244.0,0,8,97
6800000,3.0,3.0,1315.0,0,40,163
4704000,2.0,2.0,980.0,0,2,189
5280000,3.0,2.0,1100.0,0,2,189
5280000,3.0,2.0,1100.0,0,2,189
5280000,3.0,2.0,1100.0,0,2,189
16000000,3.0,3.0,1630.0,0,29,127
10000000,3.0,3.0,1503.0,0,29,114
7000000,3.0,2.0,1060.0,0,38,445
8700000,2.0,2.0,800.0,0,43,259
10000000,3.0,3.0,1550.0,0,11,54
10000000,3.0,3.0,1550.0,0,11,54
42300000,3.0,3.0,2570.0,0,15,326
43500000,3.0,3.0,2640.0,0,15,326
44000000,3.0,3.0,2674.0,0,15,326
6500000,3.0,3.0,1050.0,0,15,439
8500000,3.0,3.0,1278.0,0,29,114
7200000,3.0,3.0,1203.0,0,31,217
4704000,2.0,2.0,980.0,0,2,189
4500000,2.0,2.0,1000.0,0,40,413
13000000,3.0,3.0,1809.0,0,11,56
11000000,3.0,3.0,1530.0,0,66,372
2500000,2.0,1.0,650.0,0,40,163
2500000,2.0,1.0,650.0,0,40,163
2500000,2.0,1.0,650.0,0,40,163
6000000,3.0,2.0,1008.0,0,40,107
16000000,3.0,3.0,1575.0,0,29,79
11500000,3.0,3.0,1440.0,0,17,255
8700000,2.0,2.0,900.0,0,43,259
4000000,2.0,2.0,815.0,0,40,85
9000000,3.0,4.0,1650.0,0,43,276
6700000,3.0,3.0,1115.0,0,0,260
5500000,3.0,3.0,1560.0,0,64,296
25000000,3.0,4.0,2400.0,0,15,304
2500000,2.0,1.0,650.0,0,40,163
2500000,2.0,1.0,650.0,0,40,163
2500000,2.0,1.0,650.0,0,40,163
12000000,3.0,3.0,1450.0,0,66,369
12000000,3.0,3.0,1450.0,0,66,369
5000000,2.0,2.0,950.0,0,40,163
4650000,2.0,2.0,930.0,0,61,117
8500000,3.0,3.0,1650.0,0,3,221
2925000,2.0,2.0,650.0,0,7,199
32000000,3.0,3.0,3640.0,3,38,129
11600000,3.0,3.0,1100.0,0,18,130
37000000,4.0,4.0,2745.0,0,58,395
35000000,3.0,4.0,2572.0,0,50,286
4704000,2.0,2.0,980.0,0,2,189
4704000,2.0,2.0,980.0,0,2,189
5115000,2.0,2.0,930.0,0,61,117
4650000,2.0,2.0,930.0,0,61,117
17000000,3.0,4.0,1550.0,0,58,396
9600000,3.0,3.0,1400.0,0,37,66
14000000,3.0,4.0,1500.0,0,11,54
4704000,2.0,2.0,980.0,0,2,189
4704000,2.0,2.0,980.0,0,2,189
5184000,2.0,2.0,1080.0,0,2,189
8500000,3.0,3.0,1650.0,0,3,221
4200000,1.0,1.0,800.0,0,66,368
16500000,3.0,4.0,2110.0,0,11,49
4800000,2.0,2.0,900.0,0,20,235
9600000,3.0,3.0,1400.0,0,40,343
20504200,3.0,3.0,2374.0,0,11,48
20504200,3.0,3.0,2374.0,0,11,48
4000000,3.0,2.0,1000.0,0,60,96
12400000,3.0,4.0,2000.0,0,11,58
13000000,3.0,3.0,1300.0,0,15,330
24500000,4.0,3.0,2334.0,0,43,400
17500000,4.0,4.0,2400.0,0,50,286
8200000,3.0,3.0,1150.0,0,63,170
3000000,2.0,2.0,800.0,0,40,340
12400000,3.0,4.0,2000.0,0,11,58
4704000,2.0,2.0,980.0,0,2,189
3500000,3.0,2.0,950.0,0,40,284
12550000,3.0,3.0,1595.0,0,11,49
12550000,3.0,3.0,1595.0,0,11,49
11000000,3.0,3.0,1250.0,0,15,328
9000000,3.0,3.0,1250.0,0,11,58
18000000,4.0,5.0,2500.0,0,11,58
9000000,3.0,3.0,1250.0,0,11,58
22000000,3.0,3.0,1890.0,0,4,322
20600000,3.0,3.0,4368.0,3,16,64
6000000,3.0,3.0,1250.0,0,13,4
5000000,3.0,3.0,1375.0,0,13,19
4300000,3.0,3.0,1250.0,0,13,19
4600000,3.0,3.0,1375.0,0,13,19
3200000,2.0,2.0,600.0,0,22,266
25000000,3.0,4.0,2016.0,0,63,142
3500000,2.0,2.0,850.0,0,13,240
8400000,3.0,3.0,1350.0,0,43,231
7100000,3.0,3.0,1150.0,0,43,231
7100000,3.0,3.0,1150.0,0,43,231
8400000,3.0,3.0,1350.0,0,43,231
7100000,3.0,3.0,1150.0,0,43,231
8400000,3.0,3.0,1350.0,0,43,231
13000000,3.0,4.0,1460.0,0,11,54
5000000,3.0,3.0,1375.0,0,13,422
3800000,3.0,3.0,1065.0,0,13,422
36000000,27.0,10.0,9750.0,1,40,346
9000000,3.0,4.0,1650.0,0,43,276
13000000,4.0,3.0,1369.0,0,11,55
13000000,4.0,3.0,1369.0,0,11,55
13000000,4.0,3.0,1369.0,0,11,55
11000000,3.0,3.0,1300.0,0,31,75
3000000,2.0,2.0,750.0,0,40,101
4800000,2.0,2.0,900.0,0,20,235
3500000,3.0,2.0,920.0,0,3,221
5200000,3.0,3.0,1265.0,0,43,259
4800000,2.0,3.0,1140.0,0,35,381
5115000,2.0,2.0,930.0,0,61,117
5115000,2.0,2.0,930.0,0,61,117
3800000,3.0,2.0,920.0,0,3,221
3400000,3.0,2.0,920.0,0,3,221
12400000,3.0,4.0,2000.0,0,11,58
12400000,3.0,4.0,2000.0,0,11,58
9700000,3.0,3.0,1380.0,0,40,278
6500000,3.0,3.0,1275.0,0,40,347
9700000,3.0,4.0,1380.0,0,40,278
8100000,3.0,3.0,1513.0,0,64,46
23000000,3.0,3.0,1890.0,0,4,322
56000000,3.0,4.0,5600.0,2,11,53
3690000,3.0,2.0,1025.0,0,60,96
11000000,4.0,4.0,1590.0,0,6,49
8600000,3.0,4.0,1700.0,0,64,42
6500000,2.0,2.0,1215.0,0,66,369
5400000,2.0,2.0,900.0,0,38,204
7276500,3.0,3.0,1322.0,0,20,297
6880500,3.0,3.0,1251.0,0,20,297
7276500,3.0,3.0,1323.0,0,20,297
6880500,3.0,3.0,1251.0,0,20,297
8600000,3.0,4.0,1700.0,0,64,42
40000000,22.0,10.0,11880.0,1,40,284
10000000,3.0,3.0,1392.0,0,15,321
12000000,3.0,3.0,1221.0,0,15,321
5750000,3.0,3.0,1150.0,0,3,405
2000000,2.0,1.0,425.0,0,45,207
4200000,3.0,2.0,1000.0,0,60,96
2000000,2.0,1.0,425.0,0,45,207
6700000,3.0,3.0,1500.0,0,40,284
22000000,4.0,4.0,2700.0,0,66,369
15000000,4.0,4.0,2500.0,0,40,342
2000000,2.0,1.0,425.0,0,45,207
5900000,3.0,3.0,1265.0,0,43,65
10830000,3.0,3.0,1900.0,0,43,259
10830000,3.0,3.0,1900.0,0,43,259
5500000,3.0,2.0,1075.0,0,40,284
9600000,3.0,3.0,1662.0,0,43,276
12000000,3.0,4.0,1605.0,0,11,54
12000000,3.0,4.0,1605.0,0,11,54
4200000,2.0,2.0,650.0,0,43,273
4200000,2.0,2.0,650.0,0,43,273
5000000,3.0,2.0,1075.0,0,40,284
2000000,2.0,1.0,425.0,0,45,207
4700000,2.0,2.0,1000.0,0,43,259
5000000,3.0,2.0,950.0,0,66,351
7500000,3.0,4.0,1370.0,0,6,48
10000000,3.0,3.0,1400.0,0,31,50
4900000,2.0,2.0,820.0,0,43,231
9450000,3.0,3.0,1500.0,0,15,440
4600000,2.0,2.0,930.0,0,43,259
9639000,3.0,3.0,1530.0,0,15,440
4300000,3.0,2.0,950.0,0,40,450
4000000,2.0,2.0,850.0,0,13,261
4000000,2.0,2.0,850.0,0,13,261
4000000,3.0,2.0,900.0,0,13,261
4200000,3.0,2.0,940.0,0,3,146
6250000,3.0,3.0,1200.0,0,0,399
6250000,3.0,3.0,1200.0,0,0,399
11000000,3.0,4.0,1654.0,0,66,352
6200000,3.0,3.0,1273.0,0,64,166
5600000,3.0,2.0,900.0,0,61,195
6250000,3.0,3.0,1200.0,0,0,399
4000000,3.0,2.0,900.0,0,13,261
2000000,2.0,1.0,425.0,0,45,207
9450000,3.0,3.0,1500.0,0,15,440
7700000,3.0,3.0,1350.0,0,43,276
5300000,2.0,2.0,860.0,0,43,27
3800000,2.0,2.0,765.0,0,20,420
2000000,2.0,1.0,425.0,0,45,207
3000000,2.0,2.0,750.0,0,0,399
29300000,3.0,3.0,2476.0,3,1,50
33000000,20.0,10.0,7200.0,1,13,71
37000000,3.0,3.0,3640.0,3,51,353
8000000,3.0,3.0,1250.0,0,3,432
37000000,3.0,3.0,2250.0,0,4,301
16500000,3.0,4.0,1842.0,0,66,352
42000000,3.0,3.0,5400.0,3,51,366
3650000,2.0,2.0,650.0,0,36,53
16500000,3.0,3.0,1842.0,0,66,352
16500000,3.0,4.0,1842.0,0,66,352
14000000,3.0,3.0,1566.0,0,47,323
6900000,2.0,2.0,1150.0,0,20,420
8600000,3.0,4.0,1700.0,2,64,42
8600000,3.0,4.0,1700.0,2,64,42
26000000,4.0,4.0,2250.0,0,66,369
10000000,3.0,4.0,1450.0,0,11,54
2805000,2.0,2.0,850.0,0,59,86
4000000,3.0,2.0,990.0,0,60,397
10000000,3.0,2.0,1440.0,0,6,406
18000000,3.0,3.0,1960.0,0,4,298
5362500,3.0,2.0,975.0,0,40,278
5362500,3.0,2.0,975.0,0,40,278
5362500,3.0,2.0,975.0,0,40,278
5362500,3.0,2.0,975.0,0,40,278
5362500,3.0,2.0,975.0,0,40,278
6000000,3.0,3.0,1120.0,0,6,406
6000000,3.0,3.0,1120.0,0,6,406
13000000,3.0,3.0,1245.0,0,17,256
8800000,3.0,3.0,1490.0,0,59,86
4000000,3.0,2.0,950.0,0,40,450
18000000,3.0,3.0,1500.0,0,15,298
9500000,3.0,3.0,1486.0,0,66,350
4224000,3.0,3.0,980.0,0,43,87
4756000,3.0,3.0,1120.0,0,43,87
5500000,3.0,2.0,1175.0,0,40,284
8000000,3.0,2.0,1265.0,0,40,341
4500000,3.0,2.0,1100.0,0,40,284
4224000,3.0,3.0,980.0,0,43,87
4224000,3.0,3.0,980.0,0,43,87
1400000,1.0,1.0,450.0,0,35,247
5000000,4.0,2.0,1200.0,0,22,409
9622000,3.0,3.0,1415.0,0,20,152
9622000,3.0,3.0,1415.0,0,20,152
9622000,3.0,3.0,1415.0,0,20,152
9622000,3.0,3.0,1415.0,0,20,152
10000000,3.0,4.0,1554.0,0,40,278
8670000,3.0,3.0,1275.0,0,20,152
8670000,3.0,3.0,1275.0,0,20,152
8670000,3.0,3.0,1275.0,0,20,152
4285000,2.0,2.0,850.0,0,63,170
4285000,2.0,2.0,850.0,0,63,170
4285000,2.0,2.0,850.0,0,63,170
4285000,2.0,2.0,850.0,0,63,170
4285000,2.0,2.0,850.0,0,63,170
4285000,2.0,2.0,850.0,0,63,170
4285000,2.0,2.0,850.0,0,63,170
4285000,2.0,2.0,850.0,0,63,170
4285000,2.0,2.0,850.0,0,63,170
4500000,2.0,2.0,820.0,0,43,231
7000000,3.0,4.0,1450.0,0,40,278
10000000,3.0,3.0,1655.0,0,56,72
8000000,3.0,4.0,1485.0,0,40,278
8000000,3.0,3.0,1265.0,0,40,341
10500000,3.0,3.0,1482.0,0,37,379
10500000,3.0,3.0,1482.0,0,37,379
12000000,3.0,3.0,1480.0,0,44,250
3800000,3.0,3.0,1100.0,0,64,90
3800000,3.0,3.0,1100.0,0,64,90
3800000,3.0,3.0,1100.0,0,64,90
8908000,3.0,3.0,1310.0,0,20,152
8908000,3.0,3.0,1310.0,0,20,152
7308000,3.0,3.0,1290.0,0,10,100
8908000,3.0,3.0,1310.0,0,20,152
4000000,3.0,2.0,1000.0,0,40,3
7048000,3.0,3.0,1240.0,0,10,100
4800000,2.0,2.0,1000.0,0,22,266
5700000,2.0,2.0,850.0,0,66,352
8908000,3.0,3.0,1310.0,0,20,152
9700000,3.0,3.0,1380.0,0,40,278
9200000,3.0,3.0,1335.0,0,66,350
18000000,4.0,5.0,2380.0,0,11,53
18000000,4.0,5.0,2380.0,0,11,53
18000000,4.0,5.0,2380.0,0,11,53
10000000,3.0,4.0,1554.0,0,40,278
10000000,3.0,4.0,1554.0,0,40,278
10000000,3.0,4.0,1554.0,0,40,278
10000000,3.0,4.0,1554.0,0,40,278
10000000,3.0,4.0,1554.0,0,40,278
6000000,3.0,2.0,1330.0,0,32,191
4100000,3.0,2.0,925.0,0,13,19
7000000,3.0,3.0,1429.0,0,40,284
30000000,3.0,5.0,2200.0,0,4,316
7000000,3.0,3.0,1463.0,0,40,284
25000000,3.0,3.0,2912.0,3,11,61
8600000,3.0,3.0,1276.0,0,40,340
4285000,2.0,2.0,850.0,0,63,170
4285000,2.0,2.0,850.0,0,63,170
4285000,2.0,2.0,850.0,0,63,170
8670000,3.0,3.0,1275.0,0,20,152
9000000,3.0,3.0,1654.0,0,66,358
4700000,2.0,2.0,900.0,0,40,346
7000000,3.0,3.0,1300.0,0,63,142
2900000,3.0,2.0,800.0,0,40,284
11500000,3.0,4.0,1500.0,0,11,57
45000000,4.0,4.0,2461.0,0,66,370
5000000,3.0,2.0,1000.0,0,52,105
14000000,3.0,3.0,2912.0,3,11,62
35000000,3.0,5.0,2000.0,0,18,130
10000000,3.0,4.0,1554.0,0,40,278
10000000,3.0,4.0,1554.0,0,40,278
9100000,3.0,4.0,1300.0,0,11,57
9100000,3.0,4.0,1300.0,0,11,57
9000000,3.0,3.0,1200.0,0,17,256
18000000,3.0,3.0,2072.0,0,11,49
7100000,3.0,3.0,1300.0,0,63,104
6800000,3.0,3.0,1300.0,0,31,125
4000000,2.0,2.0,820.0,0,40,278
75000000,36.0,10.0,6000.0,1,11,58
6000000,4.0,3.0,1120.0,0,40,284
2300000,3.0,3.0,2102.0,3,53,454
3500000,2.0,2.0,750.0,0,40,278
4600000,3.0,3.0,1060.0,0,20,420
5500000,3.0,3.0,3180.0,3,53,20
5200000,3.0,3.0,3052.0,3,53,20
29500000,3.0,3.0,3640.0,3,51,373
13000000,3.0,3.0,1368.0,0,35,32
28000000,3.0,3.0,3640.0,3,51,372
3600000,3.0,2.0,1150.0,0,14,185
40000000,3.0,3.0,3640.0,3,51,356
35000000,3.0,3.0,3640.0,3,51,374
37000000,3.0,3.0,3640.0,3,51,372
28000000,3.0,3.0,3640.0,3,51,373
16500000,3.0,3.0,2184.0,3,51,374
29500000,3.0,3.0,3640.0,3,51,373
4200000,2.0,2.0,900.0,0,43,259
10000000,3.0,3.0,1500.0,0,11,55
2500000,2.0,2.0,750.0,0,40,342
2500000,2.0,2.0,750.0,0,40,342
8500000,3.0,3.0,1350.0,0,11,48
10500000,3.0,3.0,1570.0,0,11,55
35000000,3.0,5.0,1800.0,0,15,322
7800000,3.0,3.0,1530.0,0,6,55
7500000,3.0,3.0,1500.0,0,40,278
6250000,3.0,3.0,1250.0,0,40,163
3500000,2.0,2.0,750.0,0,12,209
5500000,3.0,2.0,1125.0,0,6,53
12800000,3.0,3.0,1353.0,0,43,17
4000000,2.0,2.0,744.0,0,37,251
10000000,3.0,3.0,1350.0,0,40,341
5000000,2.0,2.0,900.0,0,45,208
4000000,3.0,2.0,965.0,0,20,45
1600000,2.0,1.0,400.0,0,45,208
3500000,2.0,2.0,750.0,0,12,209
60000000,7.0,8.0,6880.0,0,11,50
6250000,3.0,3.0,1250.0,0,40,163
7500000,3.0,3.0,1245.0,0,40,85
6250000,3.0,3.0,1250.0,0,40,163
6250000,3.0,3.0,1250.0,0,40,163
7500000,3.0,3.0,1245.0,0,40,85
4000000,3.0,3.0,1225.0,0,67,137
6250000,3.0,3.0,1250.0,0,40,163
7500000,3.0,3.0,1245.0,0,40,85
5000000,3.0,2.0,950.0,0,37,225
4000000,3.0,3.0,1225.0,0,67,137
3600000,2.0,2.0,550.0,0,45,207
7500000,3.0,3.0,1245.0,0,40,85
35000000,3.0,3.0,2500.0,0,43,17
5000000,3.0,2.0,1150.0,0,22,95
4500000,3.0,3.0,1225.0,0,67,137
5000000,3.0,2.0,1150.0,0,22,95
35700000,3.0,3.0,2550.0,0,43,17
11500000,3.0,3.0,1550.0,0,6,55
35000000,3.0,3.0,2500.0,0,43,17
12000000,3.0,4.0,1455.0,0,31,75
4000000,3.0,2.0,1050.0,0,40,450
35700000,3.0,3.0,2550.0,0,43,17
3825000,2.0,2.0,850.0,0,12,209
6000000,2.0,2.0,951.0,0,43,230
7500000,3.0,3.0,1365.0,0,40,85
35000000,3.0,3.0,2500.0,0,43,17
7500000,3.0,3.0,1365.0,0,40,85
9100000,3.0,3.0,1490.0,0,0,211
5000000,3.0,2.0,950.0,0,37,225
5000000,3.0,2.0,950.0,0,37,225
16500000,3.0,3.0,2184.0,3,51,363
12500000,3.0,3.0,2184.0,3,51,367
11500000,3.0,3.0,2184.0,3,51,367
14000000,3.0,3.0,2184.0,3,51,365
7000000,3.0,3.0,1196.0,0,0,211
4500000,3.0,3.0,1114.0,0,40,340
4500000,3.0,3.0,1010.0,0,3,432
4500000,2.0,2.0,950.0,0,40,450
7350000,6.0,5.0,1750.0,0,40,413
3375000,2.0,2.0,750.0,0,12,209
4400000,3.0,2.0,1086.0,0,22,47
3600000,2.0,2.0,550.0,0,45,207
3000000,2.0,2.0,650.0,0,2,438
9100000,3.0,3.0,1490.0,0,0,211
16500000,3.0,3.0,2160.0,3,51,363
15000000,3.0,3.0,2160.0,3,51,364
11500000,3.0,3.0,2184.0,3,51,367
9100000,3.0,3.0,1490.0,0,0,211
5500000,3.0,3.0,1250.0,0,12,209
4600000,3.0,3.0,1145.0,0,40,340
14000000,3.0,2.0,1177.0,0,9,313
15000000,3.0,3.0,2160.0,3,51,364
5000000,3.0,3.0,1300.0,0,12,209
5000000,3.0,3.0,1300.0,0,12,209
6250000,3.0,3.0,1250.0,0,40,163
6825000,3.0,3.0,1265.0,0,40,103
6825000,3.0,3.0,1265.0,0,40,103
6825000,3.0,3.0,1265.0,0,40,103
6825000,3.0,3.0,1265.0,0,40,103
6825000,3.0,3.0,1265.0,0,40,103
6825000,3.0,3.0,1265.0,0,40,103
6825000,3.0,3.0,1265.0,0,40,103
4000000,3.0,3.0,1050.0,0,21,416
5500000,2.0,2.0,950.0,0,40,331
25500000,3.0,3.0,3640.0,3,51,363
3300000,2.0,2.0,860.0,0,40,447
7700000,3.0,3.0,1100.0,0,59,233
9200000,3.0,3.0,1420.0,0,37,251
9500000,3.0,4.0,1650.0,0,1,54
12500000,3.0,4.0,1710.0,0,11,55
65000000,4.0,4.0,2850.0,0,8,304
6400000,3.0,3.0,1200.0,0,43,65
23500000,4.0,4.0,2300.0,0,63,142
37500000,4.0,4.0,2700.0,0,42,193
9500000,3.0,3.0,1400.0,0,41,338
13500000,3.0,4.0,1600.0,0,11,53
13500000,3.0,4.0,1600.0,0,11,53
4200000,3.0,3.0,1060.0,0,40,163
4500000,3.0,3.0,975.0,0,59,86
8700000,3.0,3.0,1450.0,0,20,297
8700000,3.0,3.0,1450.0,0,20,297
5100000,2.0,2.0,850.0,0,43,67
23000000,3.0,3.0,2275.0,0,4,252
4200000,2.0,2.0,850.0,0,40,340
8700000,3.0,3.0,1450.0,0,20,297
10000000,3.0,4.0,1520.0,0,66,350
4200000,2.0,2.0,850.0,0,40,340
4500000,2.0,2.0,850.0,0,40,340
7255000,3.0,3.0,1451.0,0,20,394
5970000,3.0,3.0,1194.0,0,20,394
6250000,3.0,3.0,1250.0,0,40,163
6250000,3.0,3.0,1250.0,0,40,163
5860000,3.0,3.0,1172.0,0,20,394
13000000,3.0,3.0,1809.0,0,11,56
13000000,3.0,3.0,1809.0,0,11,56
11000000,3.0,4.0,1662.0,0,11,54
12500000,3.0,3.0,1640.0,0,11,52
8500000,4.0,3.0,1600.0,0,40,331
11500000,3.0,4.0,1550.0,0,11,57
11500000,3.0,3.0,1575.0,0,11,52
6250000,3.0,3.0,1250.0,0,40,163
11500000,3.0,3.0,1575.0,0,11,52
6250000,3.0,3.0,1250.0,0,40,163
6250000,3.0,3.0,1250.0,0,40,163
6250000,3.0,3.0,1250.0,0,40,163
6000000,3.0,3.0,1182.0,0,20,297
9500000,3.0,3.0,1400.0,0,41,338
11000000,3.0,4.0,1450.0,0,11,54
4000000,3.0,2.0,1150.0,0,40,278
5500000,2.0,2.0,950.0,0,52,449
14000000,3.0,3.0,2100.0,0,11,58
9785000,3.0,4.0,1650.0,0,1,54
9785000,3.0,4.0,1650.0,0,1,54
30000000,3.0,3.0,2075.0,0,18,130
27500000,4.0,4.0,3218.0,0,66,371
10000000,3.0,4.0,1450.0,0,11,48
11000000,3.0,3.0,1553.0,0,40,345
4500000,2.0,2.0,750.0,0,20,297
8500000,3.0,2.0,1200.0,0,11,48
10000005,3.0,3.0,1553.0,0,40,345
9000000,3.0,3.0,1305.0,0,43,171
8000000,3.0,3.0,1500.0,0,3,405
11000000,3.0,3.0,1365.0,0,56,283
4300000,2.0,2.0,872.0,0,6,56
6500000,3.0,2.0,1202.0,0,13,19
44000000,3.0,3.0,3640.0,3,66,356
4000000,2.0,2.0,900.0,0,31,125
4950000,3.0,3.0,1100.0,0,32,68
4950000,3.0,2.0,1100.0,0,32,68
9500000,3.0,3.0,1350.0,0,38,204
8000000,3.0,3.0,1350.0,0,11,52
3600000,3.0,3.0,2520.0,3,65,168
5800000,2.0,2.0,950.0,0,37,66
22000000,4.0,4.0,2500.0,0,66,372
11000000,3.0,4.0,1400.0,0,11,50
8000000,3.0,3.0,900.0,3,22,88
9200000,4.0,3.0,1700.0,0,66,350
9200000,4.0,3.0,1700.0,0,66,350
9200000,4.0,3.0,1700.0,0,66,350
9200000,4.0,3.0,1700.0,0,66,350
11000000,3.0,3.0,1350.0,0,17,256
5967500,3.0,3.0,1085.0,0,40,341
4275000,2.0,2.0,855.0,0,40,341
8700000,3.0,3.0,1450.0,0,20,297
8700000,3.0,3.0,1450.0,0,20,297
9200000,4.0,3.0,1700.0,0,66,350
7200000,3.0,3.0,1320.0,0,40,278
18500000,3.0,4.0,2200.0,0,40,226
8700000,3.0,3.0,1450.0,0,20,297
5800000,3.0,2.0,1100.0,0,3,221
5800000,3.0,2.0,1100.0,0,3,221
8999000,3.0,3.0,1550.0,0,1,52
5450000,3.0,2.0,1145.0,0,43,65
5900000,3.0,3.0,1265.0,0,43,65
5450000,3.0,2.0,1145.0,0,43,65
8200000,3.0,3.0,1270.0,0,0,31
7000000,3.0,3.0,1375.0,0,3,181
5900000,3.0,3.0,1265.0,0,43,65
3600000,2.0,2.0,750.0,0,43,259
21000000,3.0,3.0,2370.0,0,66,371
4300000,3.0,2.0,1150.0,0,53,35
23000000,4.0,4.0,2200.0,0,40,226
4300000,3.0,2.0,1150.0,0,53,35
4750000,3.0,3.0,1250.0,0,53,35
4300000,3.0,2.0,1150.0,0,53,35
14500000,3.0,3.0,1717.0,0,66,374
9200000,3.0,3.0,1295.0,0,29,114
11200000,3.0,3.0,1700.0,0,43,276
3500000,3.0,2.0,850.0,0,43,65
4600000,3.0,3.0,1050.0,0,12,209
21000000,3.0,3.0,2370.0,0,66,371
21000000,3.0,3.0,2370.0,0,66,371
21000000,3.0,3.0,2370.0,0,66,371
3000000,2.0,2.0,720.0,0,12,209
4500000,2.0,2.0,980.0,0,12,209
3700000,3.0,2.0,1000.0,0,12,213
3700000,3.0,2.0,1000.0,0,12,213
7500000,3.0,3.0,1345.0,0,40,85
7500000,3.0,3.0,1345.0,0,40,85
7500000,3.0,3.0,1345.0,0,40,85
4125000,2.0,2.0,750.0,0,20,116
4675000,2.0,2.0,850.0,0,20,116
5775000,2.0,2.0,1050.0,0,20,116
6500000,3.0,2.0,1160.0,0,40,348
6500000,3.0,2.0,1160.0,0,40,348
